"id","rate","titletype","title","canRate","releaseDate","runningTimeInMinutes"
"tt7713068","6.1","movie","Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn","true","2020-02-07","109"
"tt0765429","7.8","movie","American Gangster","true","2007-11-02","157"
"tt0381681","8.1","movie","Before Sunset","true","2004-07-30","80"
"tt4300480","7.3","movie","Italian Race","true","2016-04-07","118"
"tt0086034","6.6","movie","Octopussy","true","1983-06-10","131"
"tt1920849","5.3","movie","Bachelorette","true","2012-01-23","87"
"tt1205489","8.1","movie","Gran Torino","true","2009-01-09","116"
"tt0110912","8.9","movie","Pulp Fiction","true","1994-10-14","154"
"tt0910970","8.4","movie","WALL·E","true","2008-06-27","98"
"tt0078754","7.9","movie","All That Jazz","true","1979-12-20","123"
"tt0098384","7.3","movie","Steel Magnolias","true","1989-11-22","117"
"tt0926084","7.7","movie","Harry Potter and the Deathly Hallows: Part 1","true","2010-11-19","146"
"tt0050083","9.0","movie","12 Angry Men","true","1957-04-10","96"
"tt0116695","7.3","movie","Jerry Maguire","true","1996-12-13","139"
"tt2024544","8.1","movie","12 Years a Slave","true","2013-11-08","134"
"tt0064116","8.5","movie","Once Upon a Time in the West","true","1969-07-04","165"
"tt1126590","7.0","movie","Big Eyes","true","2014-12-25","106"
"tt0162346","7.3","movie","Ghost World","true","2001-09-21","111"
"tt0015864","8.2","movie","The Gold Rush","true","1925-06-26","95"
"tt0017925","8.1","movie","The General","true","1927-01-02","67"
"tt0086250","8.3","movie","Scarface","true","1983-12-09","170"
"tt0172495","8.5","movie","Gladiator","true","2000-05-05","155"
"tt0298130","7.1","movie","The Ring","true","2002-10-18","115"
"tt0266697","8.1","movie","Kill Bill: Vol. 1","true","2003-10-10","111"
"tt0245712","8.1","movie","Amores Perros","true","2001-04-13","154"
"tt0078788","8.4","movie","Apocalypse Now","true","1979-08-15","147"
"tt2088893","6.4","movie","Shell","true","2013-03-15","91"
"tt0099685","8.7","movie","Goodfellas","true","1990-09-21","146"
"tt0116225","5.8","movie","Escape from L.A.","true","1996-08-09","101"
"tt0032553","8.4","movie","The Great Dictator","true","1941-03-07","125"
"tt0120735","8.2","movie","Lock, Stock and Two Smoking Barrels","true","1999-03-05","107"
"tt0978762","8.1","movie","Mary and Max","true","2009-01-15","92"
"tt1325004","5.0","movie","The Twilight Saga: Eclipse","true","2010-06-30","124"
"tt0980970","6.3","movie","The Chronicles of Narnia: The Voyage of the Dawn Treader","true","2010-12-10","113"
"tt2380307","8.4","movie","Coco","true","2017-11-22","105"
"tt1142977","6.9","movie","Frankenweenie","true","2012-10-05","87"
"tt0120737","8.8","movie","The Lord of the Rings: The Fellowship of the Ring","true","2001-12-19","178"
"tt0814255","5.9","movie","Percy Jackson & the Olympians: The Lightning Thief","true","2010-02-12","118"
"tt0058946","8.1","movie","The Battle of Algiers","true","1967-09-20","121"
"tt0105695","8.2","movie","Unforgiven","true","1992-08-07","130"
"tt1220634","5.8","movie","Resident Evil: Afterlife","true","2010-09-10","96"
"tt0089881","8.2","movie","Ran","true","1985-09-27","162"
"tt0012349","8.3","movie","The Kid","true","1921-02-06","68"
"tt0986264","8.4","movie","Like Stars on Earth","true","2010-01-12","165"
"tt4649466","6.7","movie","Kingsman: The Golden Circle","true","2017-09-22","141"
"tt0075148","8.1","movie","Rocky","true","1976-12-03","120"
"tt4209788","7.4","movie","Molly's Game","true","2018-01-05","140"
"tt0462322","7.5","movie","Grindhouse","true","2007-04-06","191"
"tt0116231","8.2","movie","The Bandit","true","1998-08-07","128"
"tt0337978","7.1","movie","Live Free or Die Hard","true","2007-06-27","128"
"tt0054215","8.5","movie","Psycho","true","1960-09-08","109"
"tt0053125","8.3","movie","North by Northwest","true","1959-12-18","136"
"tt1502712","4.3","movie","Fantastic Four","true","2015-08-07","100"
"tt4972582","7.3","movie","Split","true","2017-01-20","117"
"tt2582802","8.5","movie","Whiplash","true","2014-01-16","106"
"tt0476735","8.3","movie","My Father and My Son","true","2005-11-18","112"
"tt0086190","8.3","movie","Star Wars: Episode VI - Return of the Jedi","true","1983-05-25","131"
"tt0451279","7.4","movie","Wonder Woman","true","2017-06-02","141"
"tt0068646","9.2","movie","The Godfather","true","1972-03-24","175"
"tt2126355","6.1","movie","San Andreas","true","2015-05-29","114"
"tt0310281","7.2","movie","A Mighty Wind","true","2003-05-09","91"
"tt6398184","7.4","movie","Downton Abbey","true","2019-09-20","122"
"tt0180093","8.3","movie","Requiem for a Dream","true","2000-12-15","102"
"tt3720788","6.9","movie","The Disappearance of Eleanor Rigby: Her","true","2014-10-10","100"
"tt2267998","8.1","movie","Gone Girl","true","2014-10-03","149"
"tt0111070","6.5","movie","The Santa Clause","true","1994-11-11","97"
"tt1502404","5.4","movie","Drive Angry","true","2011-02-25","104"
"tt0315983","7.5","movie","House of Sand and Fog","true","2004-01-09","126"
"tt0102492","6.9","movie","My Girl","true","1991-11-27","102"
"tt3460252","7.8","movie","The Hateful Eight","true","2015-12-30","168"
"tt1279935","6.3","movie","Date Night","true","2010-04-09","88"
"tt1790864","6.8","movie","The Maze Runner","true","2014-09-19","113"
"tt10287954","7.0","movie","Rose Island","true","2020-12-09","117"
"tt0304669","5.6","movie","The Santa Clause 2","true","2002-11-01","104"
"tt0081505","8.4","movie","The Shining","true","1980-06-13","146"
"tt0264464","8.1","movie","Catch Me If You Can","true","2002-12-25","141"
"tt0404390","7.4","movie","Running Scared","true","2006-02-24","122"
"tt0118715","8.1","movie","The Big Lebowski","true","1998-03-06","117"
"tt1950186","8.1","movie","Ford v Ferrari","true","2019-11-15","152"
"tt4912910","7.7","movie","Mission: Impossible - Fallout","true","2018-07-27","147"
"tt0133093","8.7","movie","The Matrix","true","1999-03-31","136"
"tt3778644","6.9","movie","Solo: A Star Wars Story","true","2018-05-25","135"
"tt0104431","6.8","movie","Home Alone 2: Lost in New York","true","1992-11-20","120"
"tt0405159","8.1","movie","Million Dollar Baby","true","2005-01-28","132"
"tt4520364","5.8","movie","Morgan","true","2016-09-02","92"
"tt0091763","8.1","movie","Platoon","true","1987-02-06","120"
"tt5177088","6.1","movie","The Girl in the Spider's Web","true","2018-11-09","115"
"tt0022100","8.3","movie","M","true","1933-03-31","117"
"tt0031381","8.1","movie","Gone with the Wind","true","1940-01-17","238"
"tt0114369","8.6","movie","Se7en","true","1995-09-22","127"
"tt0053291","8.2","movie","Some Like It Hot","true","1959-03-19","121"
"tt0848228","8.0","movie","The Avengers","true","2012-05-04","143"
"tt0113277","8.2","movie","Heat","true","1995-12-15","170"
"tt1673434","5.5","movie","The Twilight Saga: Breaking Dawn - Part 2","true","2012-11-16","115"
"tt0120815","8.6","movie","Saving Private Ryan","true","1998-07-24","169"
"tt0070735","8.3","movie","The Sting","true","1973-12-25","129"
"tt3890160","7.6","movie","Baby Driver","true","2017-06-28","113"
"tt4218572","6.9","movie","Widows","true","2018-11-16","129"
"tt0043014","8.4","movie","Sunset Blvd.","true","1950-08-10","110"
"tt1392214","8.1","movie","Prisoners","true","2013-09-20","153"
"tt1790885","7.4","movie","Zero Dark Thirty","true","2013-01-11","157"
"tt0266543","8.1","movie","Finding Nemo","true","2003-05-30","100"
"tt0780622","5.4","movie","Teeth","true","2007-01-19","94"
"tt3011894","8.1","movie","Wild Tales","true","2014-08-29","122"
"tt8108198","8.3","movie","Andhadhun","true","2018-10-05","139"
"tt0361748","8.3","movie","Inglourious Basterds","true","2009-08-21","153"
"tt0770828","7.0","movie","Man of Steel","true","2013-06-14","143"
"tt0159365","7.2","movie","Cold Mountain","true","2003-12-25","154"
"tt0118849","8.3","movie","Children of Heaven","true","1999-01-22","89"
"tt0974015","6.3","movie","Justice League","true","2017-11-17","120"
"tt0253474","8.5","movie","The Pianist","true","2003-03-28","150"
"tt1905041","7.1","movie","Fast & Furious 6","true","2013-05-24","130"
"tt0105665","7.3","movie","Twin Peaks: Fire Walk with Me","true","1992-08-28","134"
